Crop,State,Cost of Cultivation (`/Hectare) A2+FL,Cost of Cultivation (`/Hectare) C2,Cost of Production (`/Quintal) C2,Yield (Quintal/ Hectare) ,Crop             ,Production 2006-07,Production 2007-08,Production 2008-09,Production 2009-10,Production 2010-11,Area 2006-07,Area 2007-08,Area 2008-09,Area 2009-10,Area 2010-11,Yield 2006-07,Yield 2007-08,Yield 2008-09,Yield 2009-10,Yield 2010-11,Variety,Season/ duration in days,Recommended Zone,Unnamed: 4,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12
MOONG,Maharashtra,10780.76,15371.45,2261.24,6.7,Arecanut  ,168.6981818181818,182.6290909090909,179.9527272727273,173.7490909090909,210.1818181818182,116.02545454545454,118.40363636363638,120.5309090909091,118.20363636363635,127.21636363636365,146.82909090909092,153.77454545454546,149.47636363636363,147.4272727272727,164.57090909090908,(CNI 383-5-11),-,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",,100.0,99.75,102.0,104.75,106.41666666666667,114.91666666666667,121.91666666666667,120.75
PADDY,Uttar Pradesh,17022.0,28144.5,732.62,36.61,Arecanut  ,168.6981818181818,182.6290909090909,179.9527272727273,173.7490909090909,210.1818181818182,116.02545454545454,118.40363636363638,120.5309090909091,118.20363636363635,127.21636363636365,146.82909090909092,153.77454545454546,149.47636363636363,147.4272727272727,164.57090909090908,(CNI 383-5-11),-,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",,100.0,99.75,102.0,104.75,106.41666666666667,114.91666666666667,121.91666666666667,120.75
PADDY,Orissa,17478.05,25909.05,715.04,32.42,Arecanut  ,168.6981818181818,182.6290909090909,179.9527272727273,173.7490909090909,210.1818181818182,116.02545454545454,118.40363636363638,120.5309090909091,118.20363636363635,127.21636363636365,146.82909090909092,153.77454545454546,149.47636363636363,147.4272727272727,164.57090909090908,(CNI 383-5-11),-,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",,100.0,99.75,102.0,104.75,106.41666666666667,114.91666666666667,121.91666666666667,120.75
PADDY,West Bengal,24731.06,33046.12,731.25,39.04,Arecanut  ,168.6981818181818,182.6290909090909,179.9527272727273,173.7490909090909,210.1818181818182,116.02545454545454,118.40363636363638,120.5309090909091,118.20363636363635,127.21636363636365,146.82909090909092,153.77454545454546,149.47636363636363,147.4272727272727,164.57090909090908,(CNI 383-5-11),-,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",,100.0,99.75,102.0,104.75,106.41666666666667,114.91666666666667,121.91666666666667,120.75
PADDY,Punjab,25154.75,45291.24,669.86,67.41,Arecanut  ,168.6981818181818,182.6290909090909,179.9527272727273,173.7490909090909,210.1818181818182,116.02545454545454,118.40363636363638,120.5309090909091,118.20363636363635,127.21636363636365,146.82909090909092,153.77454545454546,149.47636363636363,147.4272727272727,164.57090909090908,(CNI 383-5-11),-,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",,100.0,99.75,102.0,104.75,106.41666666666667,114.91666666666667,121.91666666666667,120.75
PADDY,Andhra Pradesh,29664.84,46450.2,789.9,56.0,Arecanut  ,168.6981818181818,182.6290909090909,179.9527272727273,173.7490909090909,210.1818181818182,116.02545454545454,118.40363636363638,120.5309090909091,118.20363636363635,127.21636363636365,146.82909090909092,153.77454545454546,149.47636363636363,147.4272727272727,164.57090909090908,(CNI 383-5-11),-,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",,100.0,99.75,102.0,104.75,106.41666666666667,114.91666666666667,121.91666666666667,120.75
RAPESEED AND MUSTARD,Madhya Pradesh,8686.43,17705.93,1279.6,12.94,Arecanut  ,168.6981818181818,182.6290909090909,179.9527272727273,173.7490909090909,210.1818181818182,116.02545454545454,118.40363636363638,120.5309090909091,118.20363636363635,127.21636363636365,146.82909090909092,153.77454545454546,149.47636363636363,147.4272727272727,164.57090909090908,(CNI 383-5-11),-,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",,100.0,99.75,102.0,104.75,106.41666666666667,114.91666666666667,121.91666666666667,120.75
RAPESEED AND MUSTARD,Rajasthan,11385.7,19259.84,1341.29,13.54,Arecanut  ,168.6981818181818,182.6290909090909,179.9527272727273,173.7490909090909,210.1818181818182,116.02545454545454,118.40363636363638,120.5309090909091,118.20363636363635,127.21636363636365,146.82909090909092,153.77454545454546,149.47636363636363,147.4272727272727,164.57090909090908,(CNI 383-5-11),-,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",,100.0,99.75,102.0,104.75,106.41666666666667,114.91666666666667,121.91666666666667,120.75
RAPESEED AND MUSTARD,Uttar Pradesh,12774.41,22560.3,1595.56,13.57,Arecanut  ,168.6981818181818,182.6290909090909,179.9527272727273,173.7490909090909,210.1818181818182,116.02545454545454,118.40363636363638,120.5309090909091,118.20363636363635,127.21636363636365,146.82909090909092,153.77454545454546,149.47636363636363,147.4272727272727,164.57090909090908,(CNI 383-5-11),-,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",,100.0,99.75,102.0,104.75,106.41666666666667,114.91666666666667,121.91666666666667,120.75
RAPESEED AND MUSTARD,Gujarat,13740.64,19083.55,1610.4,11.61,Arecanut  ,168.6981818181818,182.6290909090909,179.9527272727273,173.7490909090909,210.1818181818182,116.02545454545454,118.40363636363638,120.5309090909091,118.20363636363635,127.21636363636365,146.82909090909092,153.77454545454546,149.47636363636363,147.4272727272727,164.57090909090908,(CNI 383-5-11),-,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",,100.0,99.75,102.0,104.75,106.41666666666667,114.91666666666667,121.91666666666667,120.75
RAPESEED AND MUSTARD,Haryana,14715.27,27507.54,1251.12,19.94,Arecanut  ,168.6981818181818,182.6290909090909,179.9527272727273,173.7490909090909,210.1818181818182,116.02545454545454,118.40363636363638,120.5309090909091,118.20363636363635,127.21636363636365,146.82909090909092,153.77454545454546,149.47636363636363,147.4272727272727,164.57090909090908,(CNI 383-5-11),-,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",,100.0,99.75,102.0,104.75,106.41666666666667,114.91666666666667,121.91666666666667,120.75
SUGARCANE,Uttar Pradesh,24538.32,45239.51,93.64,448.89,Arecanut  ,168.6981818181818,182.6290909090909,179.9527272727273,173.7490909090909,210.1818181818182,116.02545454545454,118.40363636363638,120.5309090909091,118.20363636363635,127.21636363636365,146.82909090909092,153.77454545454546,149.47636363636363,147.4272727272727,164.57090909090908,(CNI 383-5-11),-,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",,100.0,99.75,102.0,104.75,106.41666666666667,114.91666666666667,121.91666666666667,120.75
SUGARCANE,Karnataka,55655.44,86765.77,86.53,986.21,Arecanut  ,168.6981818181818,182.6290909090909,179.9527272727273,173.7490909090909,210.1818181818182,116.02545454545454,118.40363636363638,120.5309090909091,118.20363636363635,127.21636363636365,146.82909090909092,153.77454545454546,149.47636363636363,147.4272727272727,164.57090909090908,(CNI 383-5-11),-,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",,100.0,99.75,102.0,104.75,106.41666666666667,114.91666666666667,121.91666666666667,120.75
SUGARCANE,Andhra Pradesh,56621.16,91442.63,119.72,757.92,Arecanut  ,168.6981818181818,182.6290909090909,179.9527272727273,173.7490909090909,210.1818181818182,116.02545454545454,118.40363636363638,120.5309090909091,118.20363636363635,127.21636363636365,146.82909090909092,153.77454545454546,149.47636363636363,147.4272727272727,164.57090909090908,(CNI 383-5-11),-,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",,100.0,99.75,102.0,104.75,106.41666666666667,114.91666666666667,121.91666666666667,120.75
SUGARCANE,Maharashtra,57673.6,85801.95,107.56,744.01,Arecanut  ,168.6981818181818,182.6290909090909,179.9527272727273,173.7490909090909,210.1818181818182,116.02545454545454,118.40363636363638,120.5309090909091,118.20363636363635,127.21636363636365,146.82909090909092,153.77454545454546,149.47636363636363,147.4272727272727,164.57090909090908,(CNI 383-5-11),-,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",,100.0,99.75,102.0,104.75,106.41666666666667,114.91666666666667,121.91666666666667,120.75
SUGARCANE,Tamil Nadu,66335.06,89025.27,85.79,1015.45,Arecanut  ,168.6981818181818,182.6290909090909,179.9527272727273,173.7490909090909,210.1818181818182,116.02545454545454,118.40363636363638,120.5309090909091,118.20363636363635,127.21636363636365,146.82909090909092,153.77454545454546,149.47636363636363,147.4272727272727,164.57090909090908,(CNI 383-5-11),-,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",,100.0,99.75,102.0,104.75,106.41666666666667,114.91666666666667,121.91666666666667,120.75
WHEAT,Madhya Pradesh,12464.4,22489.75,810.25,23.59,Arecanut  ,168.6981818181818,182.6290909090909,179.9527272727273,173.7490909090909,210.1818181818182,116.02545454545454,118.40363636363638,120.5309090909091,118.20363636363635,127.21636363636365,146.82909090909092,153.77454545454546,149.47636363636363,147.4272727272727,164.57090909090908,(CNI 383-5-11),-,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",,100.0,99.75,102.0,104.75,106.41666666666667,114.91666666666667,121.91666666666667,120.75
WHEAT,Punjab,17945.58,35423.48,804.8,39.83,Arecanut  ,168.6981818181818,182.6290909090909,179.9527272727273,173.7490909090909,210.1818181818182,116.02545454545454,118.40363636363638,120.5309090909091,118.20363636363635,127.21636363636365,146.82909090909092,153.77454545454546,149.47636363636363,147.4272727272727,164.57090909090908,(CNI 383-5-11),-,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",,100.0,99.75,102.0,104.75,106.41666666666667,114.91666666666667,121.91666666666667,120.75
WHEAT,Uttar Pradesh,18979.38,31902.74,769.84,34.99,Arecanut  ,168.6981818181818,182.6290909090909,179.9527272727273,173.7490909090909,210.1818181818182,116.02545454545454,118.40363636363638,120.5309090909091,118.20363636363635,127.21636363636365,146.82909090909092,153.77454545454546,149.47636363636363,147.4272727272727,164.57090909090908,(CNI 383-5-11),-,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",,100.0,99.75,102.0,104.75,106.41666666666667,114.91666666666667,121.91666666666667,120.75
WHEAT,Rajasthan,19119.08,29876.36,683.58,37.19,Arecanut  ,168.6981818181818,182.6290909090909,179.9527272727273,173.7490909090909,210.1818181818182,116.02545454545454,118.40363636363638,120.5309090909091,118.20363636363635,127.21636363636365,146.82909090909092,153.77454545454546,149.47636363636363,147.4272727272727,164.57090909090908,(CNI 383-5-11),-,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",,100.0,99.75,102.0,104.75,106.41666666666667,114.91666666666667,121.91666666666667,120.75
Wheat,Andhra Pradesh,20363.537346938778,31364.666734693878,1620.537755102041,98.08673469387755,Total Foodgrains,158.8,168.6,171.3,159.4,178.9,128.5,128.8,127.6,126.0,131.7,123.6,130.9,134.3,126.5,135.9,(CNI 383-5-11),-,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",,100.0,99.75,102.0,104.75,106.41666666666667,114.91666666666667,121.91666666666667,120.75
